ID,LON_LAT,frname,year,month,month_str,area_sum,count_fires,count_roads,MO_population,aspect,veg_category,7_days_SUM_APCP,kpo,7_days_AVG_RH,7_days_AVG_TMP,7_days_AVG_WIND_SPEED,dist_to_rivers,dist_to_railway,dist_to_roads,elevation
835,104.5 52.0,Иркутское,2019,4,апрель,69.0,1,1,79.984232,97.9637908936,Лиственный лес,9.2,43.275153563,78.7375,4.876875,3.76875,19.6697371886,15.652599327,3.458730607,536.1612903226
836,104.5 52.0,Иркутское,2019,5,май,50.0,1,1,79.984232,13.190612793,Лиственный лес,4.3,519.9585882197,44.43125,22.0825,3.75,19.6697371886,15.652599327,3.458730607,536.1612903226
837,104.5 52.0,Иркутское,2020,4,апрель,690.0,3,3,79.984232,75.5374106762,Редколесье,32.7,118.0744653589,88.4520833333,6.6345833333,2.6333333333,19.6697371886,15.652599327,3.458730607,536.1612903226
838,104.5 52.0,Иркутское,2021,4,апрель,41.0,1,1,79.984232,75.7740325928,Поля,19.74,45.7938203752,81.45,5.1875,3.45,19.6697371886,15.652599327,3.458730607,536.1612903226
839,104.5 52.0,Иркутское,2022,4,апрель,53.0,1,1,79.984232,33.0238685608,Редколесье,10.3,67.0081549037,89.25,7.7275,2.325,19.6697371886,15.652599327,3.458730607,536.1612903226
840,104.5 52.0,Иркутское,2024,4,апрель,73.0,1,1,79.984232,118.4956359863,Редколесье,18.7,1.5938188388,94.353125,0.455,2.575,19.6697371886,15.652599327,3.458730607,536.1612903226
841,104.5 52.5,Ангарское,2010,4,апрель,24.0,1,1,79.984232,322.5946350098,Редколесье,20.0,8.2831206702,84.4744791667,3.8736666667,3.1763881977,19.2290995131,24.5090727454,2.7524220492,537.75
842,104.5 52.5,Ангарское,2011,4,апрель,293.0,3,3,79.984232,220.7463475768,Редколесье,8.6,1605.776892297,65.0122596154,10.2391346154,3.5889423077,19.2290995131,24.5090727454,2.7524220492,537.75
843,104.5 52.5,Ангарское,2012,5,май,40.0,1,1,79.984232,194.0362548828,Хвойный лес,7.0,445.9609084415,54.3828125,16.89,5.4020833333,19.2290995131,24.5090727454,2.7524220492,537.75
844,104.5 52.5,Ангарское,2013,4,апрель,956.0,1,1,79.984232,174.9575500488,Редколесье,11.1,99.8005895892,84.1122596154,6.4485576923,3.2240384615,19.2290995131,24.5090727454,2.7524220492,537.75
845,104.5 52.5,Ангарское,2014,4,апрель,477.0,4,3,79.984232,167.6538460349,Редколесье,33.1,1470.6459243001,75.8721982759,11.564612069,2.9400862069,19.2290995131,24.5090727454,2.7524220492,537.75
846,104.5 52.5,Ангарское,2014,9,сентябрь,4097.0,1,1,79.984232,244.6538238525,Редколесье,21.6,122.2765088932,73.39125,14.507875,2.96375,19.2290995131,24.5090727454,2.7524220492,537.75
847,104.5 52.5,Ангарское,2014,10,октябрь,38.0,1,1,79.984232,172.0424804688,Редколесье,2.2,142.3328816085,70.6017361111,9.5913888889,2.9791666667,19.2290995131,24.5090727454,2.7524220492,537.75
848,104.5 52.5,Ангарское,2015,4,апрель,290.0,1,1,79.984232,259.2868652344,Пастбища,2.2,58.1472158143,77.5563657407,4.7067361111,3.6125,19.2290995131,24.5090727454,2.7524220492,537.75
849,104.5 52.5,Ангарское,2015,5,май,3304.0,4,3,79.984232,206.2632471034,Редколесье,20.9,3930.6523586372,47.5485576923,16.9066346154,3.6365384615,19.2290995131,24.5090727454,2.7524220492,537.75
850,104.5 52.5,Ангарское,2015,10,октябрь,431.0,3,1,79.984232,12.0394326824,Поля,6.5,602.768353087,72.55625,10.2908333333,2.675,19.2290995131,24.5090727454,2.7524220492,537.75
851,104.5 52.5,Иркутское,2010,4,апрель,1239.0,10,6,79.984232,232.2903477745,Пастбища,172.8,515.2822131241,84.4744791667,3.8736666667,3.1763881977,7.6560461151,25.1005327137,1.8180200849,514.2418604651
852,104.5 52.5,Иркутское,2010,5,май,13822.0,10,6,79.984232,228.7287324832,Редколесье,171.98,4972.096987249,71.4113149351,12.0671243506,2.9045933457,7.6560461151,25.1005327137,1.8180200849,514.2418604651
853,104.5 52.5,Иркутское,2010,6,июнь,434.0,2,2,79.984232,198.841217041,Редколесье,13.4,762.7399710878,46.8979166667,25.606625,2.4007265634,7.6560461151,25.1005327137,1.8180200849,514.2418604651
855,104.5 52.5,Иркутское,2011,4,апрель,4220.0,22,10,79.984232,215.8218897461,Лиственный лес,54.6,3977.6684198886,65.0122596154,10.2391346154,3.5889423077,7.6560461151,25.1005327137,1.8180200849,514.2418604651
856,104.5 52.5,Иркутское,2011,5,май,112.0,2,2,79.984232,264.1494293213,Поля,27.5,584.5970164736,66.99375,11.39125,4.7625,7.6560461151,25.1005327137,1.8180200849,514.2418604651
857,104.5 52.5,Иркутское,2011,6,июнь,100.0,2,2,79.984232,314.2413635254,Кустарники,4.9,3388.9769167279,49.1125,28.98375,3.13125,7.6560461151,25.1005327137,1.8180200849,514.2418604651
860,104.5 52.5,Иркутское,2012,4,апрель,180.0,4,4,79.984232,100.7640029048,Поля,30.0,87.0579568601,91.3578125,3.850625,3.95625,7.6560461151,25.1005327137,1.8180200849,514.2418604651
861,104.5 52.5,Иркутское,2012,5,май,1932.0,5,4,79.984232,295.3617770951,Редколесье,23.2,3632.7879028869,54.3828125,16.89,5.4020833333,7.6560461151,25.1005327137,1.8180200849,514.2418604651
862,104.5 52.5,Иркутское,2012,7,июль,48.0,1,1,79.984232,85.6012954712,Пастбища,28.3,68.6820245065,77.15,21.655,3.05,7.6560461151,25.1005327137,1.8180200849,514.2418604651
863,104.5 52.5,Иркутское,2012,8,август,20.0,1,1,79.984232,45.0,Поля,24.5,216.8792313091,79.378125,18.24125,2.9375,7.6560461151,25.1005327137,1.8180200849,514.2418604651
864,104.5 52.5,Иркутское,2012,9,сентябрь,346.0,2,2,79.984232,215.8676986694,Пастбища,10.5,274.8428001954,74.2765625,17.898125,3.0375,7.6560461151,25.1005327137,1.8180200849,514.2418604651
865,104.5 52.5,Иркутское,2013,4,апрель,591.0,12,8,79.984232,201.5641919578,Редколесье,122.9,731.3894993636,84.1122596154,6.4485576923,3.2240384615,7.6560461151,25.1005327137,1.8180200849,514.2418604651
866,104.5 52.5,Иркутское,2013,5,май,487.0,11,9,79.984232,321.2389758442,Редколесье,42.9,4116.8718377943,54.9520833333,16.1309375,4.0916666667,7.6560461151,25.1005327137,1.8180200849,514.2418604651
867,104.5 52.5,Иркутское,2013,7,июль,78.0,2,2,79.984232,52.0181236267,Поля,8.93,1606.1403598873,62.5,25.50375,2.75625,7.6560461151,25.1005327137,1.8180200849,514.2418604651
868,104.5 52.5,Иркутское,2013,8,август,26.0,1,1,79.984232,304.2541503906,Поля,5.2,461.9589900184,64.3,29.11,2.125,7.6560461151,25.1005327137,1.8180200849,514.2418604651
869,104.5 52.5,Иркутское,2013,9,сентябрь,566.0,2,2,79.984232,129.4617729187,Пастбища,22.1,463.1589722463,77.015625,14.82,3.4041666667,7.6560461151,25.1005327137,1.8180200849,514.2418604651
870,104.5 52.5,Иркутское,2013,10,октябрь,46.0,2,1,79.984232,214.3735427856,Пастбища,11.2,26.3332446968,75.7859375,5.43125,3.36875,7.6560461151,25.1005327137,1.8180200849,514.2418604651
871,104.5 52.5,Иркутское,2014,4,апрель,5276.0,24,10,79.984232,225.1617211241,Пастбища,85.88,7222.1960322168,75.8721982759,11.564612069,2.9400862069,7.6560461151,25.1005327137,1.8180200849,514.2418604651
872,104.5 52.5,Иркутское,2014,5,май,4478.0,7,6,79.984232,276.0038185837,Поля,24.3,7107.3916928199,45.458984375,15.38453125,3.7,7.6560461151,25.1005327137,1.8180200849,514.2418604651
873,104.5 52.5,Иркутское,2014,6,июнь,183.0,4,4,79.984232,148.4364019362,Пастбища,66.8,5169.7735482819,64.0182291667,26.0871875,2.840625,7.6560461151,25.1005327137,1.8180200849,514.2418604651
874,104.5 52.5,Иркутское,2014,7,июль,26.0,1,1,79.984232,359.4327392578,Поля,12.2,784.0882146777,60.78125,26.74125,2.7,7.6560461151,25.1005327137,1.8180200849,514.2418604651
875,104.5 52.5,Иркутское,2014,8,август,522.0,1,1,79.984232,113.1985931396,Поля,0.4,611.7930189535,61.85625,28.58875,2.7875,7.6560461151,25.1005327137,1.8180200849,514.2418604651
876,104.5 52.5,Иркутское,2014,9,сентябрь,1729.0,9,4,79.984232,219.221215733,Пастбища,91.7,1870.0582200151,73.39125,14.507875,2.96375,7.6560461151,25.1005327137,1.8180200849,514.2418604651
879,104.5 52.5,Иркутское,2015,5,май,1376.0,9,6,79.984232,294.2591727814,Кустарники,41.7,11102.5833388773,47.5485576923,16.9066346154,3.6365384615,7.6560461151,25.1005327137,1.8180200849,514.2418604651
880,104.5 52.5,Иркутское,2015,7,июль,46.0,1,1,79.984232,149.8934783936,Редколесье,4.8,2181.5238508611,53.409375,28.3,3.575,7.6560461151,25.1005327137,1.8180200849,514.2418604651
881,104.5 52.5,Иркутское,2015,8,август,1156.0,4,4,79.984232,317.8052994317,Пастбища,109.1,3267.7708211922,67.9442708333,26.7003125,3.3625,7.6560461151,25.1005327137,1.8180200849,514.2418604651
884,104.5 52.5,Иркутское,2016,4,апрель,20.0,1,1,79.984232,264.8055725098,Лиственный лес,5.6,31.4773175901,75.0375,5.08,4.0625,7.6560461151,25.1005327137,1.8180200849,514.2418604651
885,104.5 52.5,Иркутское,2016,5,май,595.0,3,3,79.984232,147.3456944805,Кустарники,23.1,1663.7343926041,47.9890625,15.5015625,3.609375,7.6560461151,25.1005327137,1.8180200849,514.2418604651
886,104.5 52.5,Иркутское,2016,6,июнь,60.0,2,2,79.984232,268.9256744385,Поля,35.1,2682.006716171,61.3078125,22.319375,3.2125,7.6560461151,25.1005327137,1.8180200849,514.2418604651
888,104.5 52.5,Иркутское,2017,4,апрель,377.0,2,2,79.984232,65.4411811829,Поля,2.8,2926.8161864456,49.459375,15.135,3.25,7.6560461151,25.1005327137,1.8180200849,514.2418604651
889,104.5 52.5,Иркутское,2017,6,июнь,279.0,1,1,79.984232,239.620880127,Хвойный лес,0.7,2381.4173651773,44.534375,29.64125,3.3625,7.6560461151,25.1005327137,1.8180200849,514.2418604651
890,104.5 52.5,Иркутское,2017,8,август,69.0,2,2,79.984232,40.0245666504,Поля,19.2,782.4414246606,68.6265625,23.871875,3.03125,7.6560461151,25.1005327137,1.8180200849,514.2418604651
893,104.5 52.5,Иркутское,2019,4,апрель,613.0,3,2,79.984232,256.5607180177,Пастбища,7.7,207.9412646759,75.1770833333,5.9975,3.6083333333,7.6560461151,25.1005327137,1.8180200849,514.2418604651
894,104.5 52.5,Иркутское,2019,5,май,427.0,4,1,79.984232,318.8369740616,Поля,13.9,3564.9863632654,40.3625,17.37375,3.909375,7.6560461151,25.1005327137,1.8180200849,514.2418604651
895,104.5 52.5,Иркутское,2020,4,апрель,40.0,1,1,79.984232,253.5399780273,Поля,3.1,13.2419494757,87.6375,7.37375,3.09375,7.6560461151,25.1005327137,1.8180200849,514.2418604651
896,104.5 52.5,Иркутское,2021,4,апрель,52.0,1,1,79.984232,25.5885162354,Смешанный лес,4.1,26.387430711,85.921875,5.10375,3.375,7.6560461151,25.1005327137,1.8180200849,514.2418604651
897,104.5 52.5,Иркутское,2022,5,май,61.0,2,2,79.984232,189.0069885254,Поля,11.9,568.3346625723,66.40625,14.115,3.74375,7.6560461151,25.1005327137,1.8180200849,514.2418604651
898,104.5 52.5,Иркутское,2023,5,май,28.0,1,1,79.984232,161.5650482178,Пастбища,16.3,164.8249002094,81.659375,10.7725,2.75,7.6560461151,25.1005327137,1.8180200849,514.2418604651
899,104.5 52.5,Иркутское,2023,10,октябрь,65.0,1,1,79.984232,271.0511779785,Лиственный лес,6.0,15.9472190257,86.821875,5.22125,3.125,7.6560461151,25.1005327137,1.8180200849,514.2418604651
900,104.5 52.5,Иркутское,2024,4,апрель,822.0,3,3,79.984232,201.3004402049,Поля,40.4,70.9240821932,88.5979166667,7.6479166667,3.5458333333,7.6560461151,25.1005327137,1.8180200849,514.2418604651
901,104.5 52.5,Иркутское,2024,5,май,21.0,1,1,79.984232,17.4471893311,Поля,14.1,362.3875366011,65.103125,16.655,5.0,7.6560461151,25.1005327137,1.8180200849,514.2418604651
902,104.5 52.5,Иркутское,2024,9,сентябрь,32.0,1,1,79.984232,164.5603637695,Поля,4.4,104.824268364,80.5,14.49875,2.6875,7.6560461151,25.1005327137,1.8180200849,514.2418604651
903,104.5 52.5,Усть-Ордынское,2010,4,апрель,26.0,1,1,5.816963,34.8084983826,Пастбища,19.9,116.7749323709,84.4744791667,3.8736666667,3.1763881977,6.3319193311,46.1529590111,1.3105617792,545.4615384615
904,104.5 52.5,Усть-Ордынское,2010,5,май,774.0,1,1,5.816963,339.4439697266,Поля,11.1,408.1664940777,71.4113149351,12.0671243506,2.9045933457,6.3319193311,46.1529590111,1.3105617792,545.4615384615
905,104.5 52.5,Усть-Ордынское,2011,4,апрель,43.0,1,1,5.816963,130.2098693848,Редколесье,7.4,147.2211659605,65.0122596154,10.2391346154,3.5889423077,6.3319193311,46.1529590111,1.3105617792,545.4615384615
906,104.5 52.5,Усть-Ордынское,2011,5,май,396.0,1,1,5.816963,261.8699035645,Редколесье,41.7,41.3147774495,66.99375,11.39125,4.7625,6.3319193311,46.1529590111,1.3105617792,545.4615384615
907,104.5 52.5,Усть-Ордынское,2013,5,май,152.0,1,1,5.816963,315.4583740234,Редколесье,2.9,712.4279904021,54.9520833333,16.1309375,4.0916666667,6.3319193311,46.1529590111,1.3105617792,545.4615384615
908,104.5 52.5,Усть-Ордынское,2013,9,сентябрь,242.0,1,1,5.816963,215.6979370117,Пастбища,6.4,234.1435419773,77.015625,14.82,3.4041666667,6.3319193311,46.1529590111,1.3105617792,545.4615384615
910,104.5 52.5,Усть-Ордынское,2014,5,май,36.0,1,1,5.816963,299.1342773438,Поля,18.2,483.3314947881,45.458984375,15.38453125,3.7,6.3319193311,46.1529590111,1.3105617792,545.4615384615
911,104.5 52.5,Усть-Ордынское,2014,10,октябрь,22.0,1,1,5.816963,139.6668548584,Пастбища,2.2,142.3328816085,70.6017361111,9.5913888889,2.9791666667,6.3319193311,46.1529590111,1.3105617792,545.4615384615
912,104.5 52.5,Усть-Ордынское,2016,5,май,44.0,1,1,5.816963,11.5921783447,Пастбища,2.3,624.90244568,47.9890625,15.5015625,3.609375,6.3319193311,46.1529590111,1.3105617792,545.4615384615
913,104.5 52.5,Усть-Ордынское,2020,4,апрель,56.0,1,1,5.816963,3.9182510376,Поля,5.7,93.9277378233,87.6375,7.37375,3.09375,6.3319193311,46.1529590111,1.3105617792,545.4615384615
914,104.5 52.5,Усть-Ордынское,2021,10,октябрь,44.0,1,1,5.816963,250.0168914795,Редколесье,2.52,17.6017703365,95.06875,4.7775,2.3375,6.3319193311,46.1529590111,1.3105617792,545.4615384615
915,104.5 52.5,Усть-Ордынское,2022,4,апрель,422.0,1,1,5.816963,94.2141799927,Поля,3.9,125.3652597907,81.584375,8.62,2.9875,6.3319193311,46.1529590111,1.3105617792,545.4615384615
916,104.5 53.0,Иркутское,2011,4,апрель,724.0,1,1,78.2085671951,274.7901306152,Редколесье,3.0,609.0184878526,69.715234375,6.30453125,3.603125,25.4289419854,45.4742417405,2.8165929172,612.512195122
917,104.5 53.0,Иркутское,2011,5,май,39.0,1,1,78.2085671951,259.0321350098,Лиственный лес,6.2,500.6805764111,62.1640625,12.66875,4.0,25.4289419854,45.4742417405,2.8165929172,612.512195122
918,104.5 53.0,Иркутское,2011,9,сентябрь,20.0,1,1,78.2085671951,101.725112915,Лиственный лес,9.0,203.9555474179,76.7375,11.01125,2.975,25.4289419854,45.4742417405,2.8165929172,612.512195122
919,104.5 53.0,Иркутское,2011,10,октябрь,484.0,3,2,78.2085671951,247.4968576187,Пастбища,13.4,186.4250431056,81.5354166667,7.2954166667,2.5333333333,25.4289419854,45.4742417405,2.8165929172,612.512195122
921,104.5 53.0,Иркутское,2013,6,июнь,63.0,1,1,78.2085671951,264.9527893066,Лиственный лес,3.7,200.6644800221,56.8015625,18.435,3.375,25.4289419854,45.4742417405,2.8165929172,612.512195122
922,104.5 53.0,Иркутское,2013,7,июль,215.0,3,2,78.2085671951,320.8271683491,Лиственный лес,6.6,2162.7529012265,59.440625,24.2675,2.5125,25.4289419854,45.4742417405,2.8165929172,612.512195122
923,104.5 53.0,Иркутское,2013,8,август,96.0,2,1,78.2085671951,266.3917007446,Редколесье,1.3,2062.5756777164,58.62890625,27.0446875,2.36875,25.4289419854,45.4742417405,2.8165929172,612.512195122
924,104.5 53.0,Иркутское,2013,10,октябрь,47.0,1,1,78.2085671951,260.7889709473,Пастбища,8.2,41.8116069254,79.625,5.61125,2.75,25.4289419854,45.4742417405,2.8165929172,612.512195122
925,104.5 53.0,Иркутское,2014,4,апрель,1102.0,5,3,78.2085671951,239.9703130025,Редколесье,41.97,757.8249946727,75.61015625,11.87453125,3.003125,25.4289419854,45.4742417405,2.8165929172,612.512195122
926,104.5 53.0,Иркутское,2014,5,май,1719.0,4,2,78.2085671951,250.0171557766,Лиственный лес,25.0,1988.6313897045,47.19140625,15.2309375,3.44375,25.4289419854,45.4742417405,2.8165929172,612.512195122
928,104.5 53.0,Иркутское,2015,4,апрель,87.0,1,1,78.2085671951,85.0728912354,Кустарники,7.9,-10.6493267488,90.715625,0.9629166667,3.0375,25.4289419854,45.4742417405,2.8165929172,612.512195122
929,104.5 53.0,Иркутское,2015,5,май,81.0,1,1,78.2085671951,262.875,Пастбища,1.5,244.3278260505,43.2322916667,17.1654166667,3.3125,25.4289419854,45.4742417405,2.8165929172,612.512195122
930,104.5 53.0,Иркутское,2015,6,июнь,27.0,1,1,78.2085671951,173.9559020996,Редколесье,5.5,796.8411218188,49.8515625,25.20875,3.3,25.4289419854,45.4742417405,2.8165929172,612.512195122
932,104.5 53.0,Иркутское,2016,6,июнь,297.0,2,2,78.2085671951,256.8797225952,Поля,26.9,2352.6489610566,58.9364583333,17.79,3.425,25.4289419854,45.4742417405,2.8165929172,612.512195122
933,104.5 53.0,Иркутское,2017,4,апрель,5805.0,2,1,78.2085671951,331.6831817627,Лиственный лес,8.2,1151.924486617,67.245625,8.5715,3.4875,25.4289419854,45.4742417405,2.8165929172,612.512195122
934,104.5 53.0,Иркутское,2018,4,апрель,33.0,1,1,78.2085671951,36.1193389893,Кустарники,3.8,71.5062262936,75.571875,10.4483333333,2.75,25.4289419854,45.4742417405,2.8165929172,612.512195122
935,104.5 53.0,Иркутское,2018,5,май,51.0,1,1,78.2085671951,35.5376777649,Редколесье,12.8,103.4890856173,59.42734375,15.329375,3.50625,25.4289419854,45.4742417405,2.8165929172,612.512195122
936,104.5 53.0,Иркутское,2019,4,апрель,65.0,1,1,78.2085671951,167.347442627,Редколесье,4.4,119.2582516831,52.853125,11.49625,3.0125,25.4289419854,45.4742417405,2.8165929172,612.512195122
937,104.5 53.0,Иркутское,2019,5,май,59.0,2,1,78.2085671951,211.6367797852,Редколесье,1.4,1023.5766871708,35.071875,16.74375,4.125,25.4289419854,45.4742417405,2.8165929172,612.512195122
938,104.5 53.0,Иркутское,2019,6,июнь,77.0,1,1,78.2085671951,258.178527832,Лиственный лес,5.9,654.932152143,56.1640625,23.895625,3.375,25.4289419854,45.4742417405,2.8165929172,612.512195122
939,104.5 53.0,Иркутское,2020,4,апрель,486.0,1,1,78.2085671951,262.875,Пастбища,2.6,30.4783979776,91.540625,4.2025,3.2625,25.4289419854,45.4742417405,2.8165929172,612.512195122
940,104.5 53.0,Иркутское,2024,5,май,24.0,1,1,78.2085671951,12.5789337158,Поля,0.0,2767.6179095106,41.05625,22.6975,2.9125,25.4289419854,45.4742417405,2.8165929172,612.512195122
941,104.5 53.0,Кировское,2010,5,май,59.0,1,1,9.6923976552,128.0887756348,Пастбища,3.2,468.314012675,86.4208333333,5.31165,3.336941398,24.5572323281,66.8119375388,1.4445599468,591.6896551724
942,104.5 53.0,Кировское,2010,6,июнь,134.0,2,2,9.6923976552,179.5442962646,Лиственный лес,8.0,2814.8020537805,41.6113839286,23.1101160714,2.4524582358,24.5572323281,66.8119375388,1.4445599468,591.6896551724
945,104.5 53.0,Кировское,2013,4,апрель,617.0,2,1,9.6923976552,216.2803878784,Пастбища,10.7,110.4914175361,84.3321428571,3.8367857143,3.2482142857,24.5572323281,66.8119375388,1.4445599468,591.6896551724
946,104.5 53.0,Кировское,2013,5,май,67.0,2,2,9.6923976552,162.3088912964,Поля,6.8,581.2748842336,61.4145833333,15.4679166667,3.4625,24.5572323281,66.8119375388,1.4445599468,591.6896551724
947,104.5 53.0,Кировское,2014,4,апрель,666.0,2,1,9.6923976552,127.0504837036,Пастбища,5.54,192.5440842458,75.61015625,11.87453125,3.003125,24.5572323281,66.8119375388,1.4445599468,591.6896551724
948,104.5 53.0,Кировское,2014,5,май,2240.0,4,3,9.6923976552,130.9159245213,Лиственный лес,13.3,1929.8365358386,47.19140625,15.2309375,3.44375,24.5572323281,66.8119375388,1.4445599468,591.6896551724
949,104.5 53.0,Кировское,2014,8,август,43.0,1,1,9.6923976552,256.7989196777,Поля,0.0,2072.9722134415,59.603125,27.3575,2.9,24.5572323281,66.8119375388,1.4445599468,591.6896551724
950,104.5 53.0,Кировское,2014,9,сентябрь,43.0,1,1,9.6923976552,315.0,Лиственный лес,0.7,192.1677646427,72.4859375,10.030625,2.7,24.5572323281,66.8119375388,1.4445599468,591.6896551724
951,104.5 53.0,Кировское,2016,5,май,28.0,1,1,9.6923976552,95.7316818237,Кустарники,0.9,766.6533005565,55.9359375,12.961875,3.50625,24.5572323281,66.8119375388,1.4445599468,591.6896551724
952,104.5 53.0,Кировское,2017,4,апрель,109.0,3,2,9.6923976552,234.9416626122,Пастбища,26.3,1090.3633385933,67.245625,8.5715,3.4875,24.5572323281,66.8119375388,1.4445599468,591.6896551724
953,104.5 53.0,Кировское,2017,6,июнь,375.0,2,2,9.6923976552,260.4247894287,Поля,10.0,1727.0861174716,52.265625,24.813125,2.9625,24.5572323281,66.8119375388,1.4445599468,591.6896551724
954,104.5 53.0,Кировское,2018,4,апрель,50.0,1,1,9.6923976552,25.5234222412,Лиственный лес,2.7,586.0087403256,75.571875,10.4483333333,2.75,24.5572323281,66.8119375388,1.4445599468,591.6896551724
956,104.5 53.0,Кировское,2018,10,октябрь,44.0,1,1,9.6923976552,281.9176635742,Поля,0.7,36.9776555584,85.98125,10.4275,2.5,24.5572323281,66.8119375388,1.4445599468,591.6896551724
957,104.5 53.0,Кировское,2021,9,сентябрь,172.0,1,1,9.6923976552,141.1701660156,Пастбища,4.0,531.9029836933,76.559375,17.21125,3.4375,24.5572323281,66.8119375388,1.4445599468,591.6896551724
958,104.5 53.0,Усть-Ордынское,2010,5,май,784.0,1,1,5.816963,180.3493652344,Пастбища,4.5,468.314012675,86.4208333333,5.31165,3.336941398,17.0418728817,58.9089202994,2.4993238664,643.1666666667
959,104.5 53.0,Усть-Ордынское,2011,4,апрель,286.0,6,5,5.816963,227.3468724762,Пастбища,34.8,393.3360054559,69.715234375,6.30453125,3.603125,17.0418728817,58.9089202994,2.4993238664,643.1666666667
960,104.5 53.0,Усть-Ордынское,2011,5,май,316.0,1,1,5.816963,229.5139923096,Редколесье,7.1,171.9072692013,62.1640625,12.66875,4.0,17.0418728817,58.9089202994,2.4993238664,643.1666666667
961,104.5 53.0,Усть-Ордынское,2012,8,август,95.0,1,1,5.816963,16.8316650391,Поля,8.8,764.1146318189,72.425,24.55875,2.025,17.0418728817,58.9089202994,2.4993238664,643.1666666667
962,104.5 53.0,Усть-Ордынское,2012,9,сентябрь,20.0,1,1,5.816963,87.7093887329,Редколесье,25.6,838.5300335095,73.059375,18.93125,2.95,17.0418728817,58.9089202994,2.4993238664,643.1666666667
964,104.5 53.0,Усть-Ордынское,2013,5,май,78.0,1,1,5.816963,4.1181869507,Редколесье,3.7,266.695170426,61.4145833333,15.4679166667,3.4625,17.0418728817,58.9089202994,2.4993238664,643.1666666667
965,104.5 53.0,Усть-Ордынское,2013,6,июнь,20.0,1,1,5.816963,265.2798461914,Поля,32.6,170.5528704528,56.8015625,18.435,3.375,17.0418728817,58.9089202994,2.4993238664,643.1666666667
966,104.5 53.0,Усть-Ордынское,2013,8,август,133.0,2,1,5.816963,80.5432376862,Лиственный лес,6.6,2017.5592897991,58.62890625,27.0446875,2.36875,17.0418728817,58.9089202994,2.4993238664,643.1666666667
967,104.5 53.0,Усть-Ордынское,2014,4,апрель,403.0,1,1,5.816963,316.0809326172,Пастбища,4.03,87.454584442,75.61015625,11.87453125,3.003125,17.0418728817,58.9089202994,2.4993238664,643.1666666667
968,104.5 53.0,Усть-Ордынское,2014,10,октябрь,92.0,1,1,5.816963,29.7778663635,Редколесье,0.8,146.9650247595,64.159375,9.625,2.325,17.0418728817,58.9089202994,2.4993238664,643.1666666667
969,104.5 53.0,Усть-Ордынское,2015,4,апрель,537.0,2,2,5.816963,16.4781341553,Пастбища,25.2,26.6261611582,90.715625,0.9629166667,3.0375,17.0418728817,58.9089202994,2.4993238664,643.1666666667
970,104.5 53.0,Усть-Ордынское,2015,5,май,1744.0,2,2,5.816963,232.763092041,Пастбища,8.5,670.6964414685,43.2322916667,17.1654166667,3.3125,17.0418728817,58.9089202994,2.4993238664,643.1666666667
971,104.5 53.0,Усть-Ордынское,2015,6,июнь,59.0,1,1,5.816963,146.6336364746,Лиственный лес,5.2,1579.5832594509,49.8515625,25.20875,3.3,17.0418728817,58.9089202994,2.4993238664,643.1666666667
972,104.5 53.0,Усть-Ордынское,2015,7,июль,105.0,2,2,5.816963,165.2308578491,Поля,24.0,1980.997019362,59.1770833333,29.578125,2.79375,17.0418728817,58.9089202994,2.4993238664,643.1666666667
973,104.5 53.0,Усть-Ордынское,2015,10,октябрь,73.0,1,1,5.816963,16.8316650391,Поля,8.1,115.1176674919,80.859375,8.91125,2.9625,17.0418728817,58.9089202994,2.4993238664,643.1666666667
974,104.5 53.0,Усть-Ордынское,2016,5,май,36.0,1,1,5.816963,179.2494506836,Редколесье,26.0,501.5747271601,55.9359375,12.961875,3.50625,17.0418728817,58.9089202994,2.4993238664,643.1666666667
977,104.5 53.0,Усть-Ордынское,2018,4,апрель,132.0,1,1,5.816963,204.8423919678,Лиственный лес,2.9,106.2367038787,75.571875,10.4483333333,2.75,17.0418728817,58.9089202994,2.4993238664,643.1666666667
979,104.5 53.0,Усть-Ордынское,2019,6,июнь,26.0,1,1,5.816963,122.0053863525,Поля,12.8,223.4100926698,56.1640625,23.895625,3.375,17.0418728817,58.9089202994,2.4993238664,643.1666666667
980,104.5 53.5,Качугское,2013,5,май,20.0,1,1,0.552601,35.5376777649,Лиственный лес,8.1,265.4404300718,58.175,12.445,4.3125,10.7325979718,113.7692185434,26.5916325783,880.5
981,104.5 53.5,Качугское,2018,6,июнь,28.0,1,1,0.552601,230.3257446289,Смешанный лес,8.6,1612.3927313019,54.38125,25.61875,3.30625,10.7325979718,113.7692185434,26.5916325783,880.5
982,104.5 53.5,Кировское,2011,4,апрель,28.0,1,1,7.181975,229.8898162842,Лиственный лес,9.2,57.7126790183,79.7125,2.47375,4.275,18.9860788249,86.3471401368,4.9568603215,775.8125
983,104.5 53.5,Кировское,2012,5,май,285.0,1,1,7.181975,227.4895477295,Редколесье,8.0,1054.4274702217,47.946875,13.625,4.55,18.9860788249,86.3471401368,4.9568603215,775.8125
984,104.5 53.5,Кировское,2013,4,апрель,44.0,1,1,7.181975,289.0493774414,Редколесье,10.1,307.3073773917,85.9796875,4.576875,3.50625,18.9860788249,86.3471401368,4.9568603215,775.8125
